0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8,3,0.871385457,6,5,0.824686298,5,1.655279196,4,4,-1.109729652,3,-1.42229916,-0.098250743,5,0.875864597,-0.365660417,5,1.178233422,-0.109766575
3,6,-0.992662701,5,5,-3.214029711,6,-2.17293726,6,9,1.347325518,7,0.058254967,-0.91362373,4,0.836198621,0.284246818,2,-0.762781081,-0.58437339
6,5,-1.179792993,5,5,0.24454829,5,2.885221796,4,5,-0.681932473,8,-0.165179191,1.784131957,6,0.631247383,1.602655868,5,0.70678109,-1.28346527
5,6,-1.273992575,6,4,-0.665361583,5,0.995480607,3,5,-0.427152883,5,-0.540118062,0.202023412,4,-0.072127704,0.209782569,4,0.45137666,-1.322460934
3,4,0.448871353,5,7,0.362775084,5,1.225866352,5,4,-0.270352528,7,-1.439302435,-0.165299614,8,1.140863482,0.715605719,5,-0.197058959,0.017460303
6,3,0.096642792,4,7,-0.143563468,6,-0.94130771,6,5,0.292997858,4,0.516771,0.192887206,4,-0.020222564,-0.396741819,6,0.399210016,-0.69638143
6,4,-1.179290574,5,5,-0.762461193,7,-1.110055337,5,5,0.361080081,4,-0.042190515,0.054841988,6,-0.663961878,-0.440040501,4,0.336468715,0.604295398
5,3,0.417675089,4,5,-0.366575682,2,0.662174441,6,5,-0.452746019,4,-2.100735111,-0.308775855,4,-1.242986275,-0.162039478,4,0.513902741,-0.723608669
5,2,-0.299826442,6,6,-1.842214166,5,-0.587430739,7,2,0.66460982,7,-0.62907115,-0.377648721,5,0.608245635,0.614098429,5,-1.878885517,-1.369665366
5,4,-2.384259831,6,7,-0.556436558,4,-0.290364358,5,4,0.249454091,6,-0.055154033,-0.647024343,6,-1.106649358,0.162138767,6,-1.990054167,0.837589012
4,6,-0.290559253,4,3,-0.833154102,5,-2.057255556,6,3,0.401517755,2,-0.464930296,1.322166859,5,0.549261137,-1.294280156,4,0.032132222,1.350668226
7,3,1.203192359,6,5,0.7376753,6,-2.369569316,5,5,0.674887335,3,0.175838888,-1.198142105,6,1.083384852,-1.110836991,4,0.97271257,-0.148769469
5,7,1.758703927,3,8,1.032147555,4,2.021597432,5,9,-1.219141836,3,0.170165737,0.143980647,6,-0.968864786,-0.203018349,5,0.539705908,2.387551112
6,5,-0.336433209,4,6,-1.102777689,4,-3.02926947,2,5,0.799625672,2,-1.788403176,0.833512812,5,-0.568143771,-1.533057558,6,1.755516077,0.393398937
5,2,-1.028636782,5,4,-0.852650845,3,0.633908682,4,5,-0.204386334,6,-1.277210626,1.555938369,6,-1.770229802,0.254531077,6,-0.592303604,-0.189189843
4,5,0.561741068,6,5,-2.131318924,5,0.729177001,4,7,-0.198767089,6,0.079320553,-0.960781866,6,0.032770722,0.357774834,5,-1.474646432,1.03533162
6,5,0.889447358,6,6,-0.646462129,6,2.467173945,4,6,-0.673484469,7,-0.526468595,0.231334864,5,0.227149831,1.208824673,6,-0.502594444,-1.64276702
5,6,-0.674382232,4,5,0.822301773,5,1.68857032,5,6,-0.522910015,6,0.976623689,-0.697896621,6,1.066858606,0.716501671,7,-2.677049336,0.255951047
5,4,0.107709255,3,7,0.557299851,6,-2.711360451,5,3,1.493899108,7,0.588080815,-2.104030563,5,0.37666058,0.019716344,4,0.262191057,0.928082981
6,6,0.566136784,5,6,-0.419658651,6,-1.573401057,3,4,0.521812074,4,0.109041618,-0.161874566,4,0.252306733,-0.605804955,5,0.640159415,1.765735022
3,10,1.412682421,7,3,1.435139942,4,-1.651432478,4,4,1.118192039,7,1.01181746,0.372734407,7,2.266258817,0.384559318,4,-0.3747694,1.161422295
5,5,-0.2312099,6,7,0.120363042,3,-1.872487142,4,5,1.175984348,7,0.77108362,-0.082275726,6,-0.102030125,0.271688287,5,1.495531599,-1.311550482
6,4,1.101095667,4,5,-0.066541089,3,2.71790234,5,5,-0.724941891,8,-0.983794902,-0.598568056,5,0.094155509,1.362053742,6,-0.779704769,-0.412974584
4,1,-1.198025794,4,3,-1.126087411,3,0.217770041,5,6,0.457970531,8,0.853538971,-1.41413303,4,-0.013525624,1.032160644,5,-0.026660862,-0.685588114
3,4,-0.467993489,5,3,0.344936095,7,2.310088795,5,5,-0.704216614,7,1.672337868,-0.300992875,5,1.073465795,1.000193268,4,-1.264013479,0.83609653
3,4,0.249948071,6,6,0.025152956,3,1.372915182,3,7,-0.395168796,6,-0.441242463,-1.534499606,8,1.176189559,0.636202739,5,-0.595468725,0.07191474
6,5,0.783985374,5,3,-0.299872392,6,-3.037897131,5,4,1.603744949,7,-1.325603847,-0.272404938,6,0.583557894,-0.103235091,4,1.279370552,-1.247273385
6,3,0.285629877,5,6,1.181862586,6,-3.132044042,6,4,0.805239664,2,1.724885296,1.162584895,2,0.355185984,-1.623552089,4,0.380930247,0.213514195
7,4,-0.818006009,6,5,0.781197843,5,4.288147828,4,5,-2.546912884,2,1.799539141,-0.305048298,6,-0.757502184,-0.360715744,7,-0.226715427,-1.126949692
5,4,1.200222798,5,3,0.135033812,4,4.548328095,5,5,-2.649505778,2,-0.980724832,1.267360005,8,-1.902187027,-0.289702521,3,-0.661514201,0.118828997
7,4,-0.197524906,4,4,0.229114207,5,1.271103076,5,4,-0.318093043,6,-1.753275086,-0.213196062,5,-0.027321324,0.674467499,6,-0.88948528,0.118372078
7,8,0.553945815,6,3,0.799170847,4,-0.8934887,9,6,0.860809932,8,-0.99051722,-1.018265746,5,-0.002376247,0.665634424,6,1.284603204,-1.146173375
7,5,0.397481237,7,5,-0.36196611,4,2.81957382,3,6,-0.917186841,7,-0.464872681,-1.343232511,5,-1.582664831,1.117657723,7,0.526353824,-1.019324804
8,2,-0.356425019,4,8,1.201817855,4,-2.41146195,7,5,1.4222662,7,0.049261231,0.048525034,6,-2.706930335,0.184958201,3,0.395080341,0.583892033
8,7,1.691532593,4,7,0.489878495,6,-0.735039036,6,5,0.763178546,7,0.285125605,0.675930076,7,0.428396486,0.646007301,6,-0.079289584,-2.021767716
7,2,-0.114457,4,6,0.333919771,5,-3.610208619,7,5,0.942583666,2,-0.974188059,-0.304601575,6,1.005319723,-1.845644781,4,0.692692397,-0.647590685
5,4,-0.854028828,6,6,-0.69771281,5,-0.925980697,4,3,0.771699721,7,-1.280333609,0.18559787,6,-0.71852199,0.47446608,6,-0.044323749,0.038165993
7,6,0.223371026,5,5,0.330786171,6,0.766734523,2,6,-0.36964365,5,-2.640400259,-0.330711241,5,-1.036724135,0.088881346,6,0.756579767,0.060557259
8,6,2.450872947,4,3,1.156452543,6,-0.510192728,6,5,0.597533063,7,-1.398479947,-1.04925434,5,-0.889147379,0.569679259,6,-1.031955419,0.912651754
5,6,-1.308599341,5,3,1.28413342,4,-1.572567599,3,6,0.414072205,4,-1.546893259,-0.559250298,7,-2.103113867,-0.797695119,6,-0.414004158,0.766162355
6,5,-0.152772617,5,7,0.359686338,6,-2.121802439,5,7,0.420016379,2,1.088183398,-0.112873836,7,-0.466035078,-1.324334032,6,-0.807835357,0.010866639
6,7,0.245856964,5,5,0.181330346,6,-2.163682187,7,5,1.286255745,7,-0.713380482,-0.209607867,8,-0.457099804,0.184069793,5,-1.515914433,-0.031929616
4,8,-0.589915647,7,7,0.016769958,8,0.954143793,4,4,-0.663112047,4,0.60330369,1.453952013,5,0.149739404,-0.2526946,4,0.498903196,-0.333802031
3,5,0.198959774,6,7,0.365315824,4,-2.472396414,7,6,0.674092886,3,1.445256451,-0.81650532,6,-0.656737063,-1.212845156,6,-1.173772573,-1.232618174
6,6,-0.028006468,5,5,0.752722764,4,-0.432807547,5,7,0.068554,4,-0.773845432,1.168814174,6,-0.999018809,-0.300762715,5,-0.433950786,0.169317582
5,3,-2.367296682,4,6,0.495311404,5,-2.788131405,6,5,0.757940234,3,0.477268079,0.396976634,5,-1.939079985,-1.371731567,3,-1.259414041,-0.539488641
5,6,0.893541839,5,5,-0.253018414,7,-1.843970305,5,8,1.167491853,7,0.759911559,0.338654424,7,-1.269360209,0.284394108,5,1.501392438,-0.889455494
5,3,-1.127284993,5,6,-0.423814218,5,1.072982964,4,4,-0.617344247,4,0.756277363,1.260619697,7,-0.502558708,-0.054583012,5,0.105722093,0.002714581
5,2,0.537539141,5,4,0.960131293,5,-1.835106068,2,8,1.116795852,7,-1.106060509,1.785803116,5,1.010742422,0.202389474,7,-1.565832701,0.882324676
7,5,0.644572503,3,5,0.170262598,3,-3.230205342,7,3,1.633106295,6,-0.015075521,0.41273842,5,0.305931954,-0.23883799,4,0.608521732,1.187930597
5,3,0.340959993,4,5,-0.883798757,5,-1.634754983,3,6,0.47378655,4,0.642026035,-0.285645822,6,-0.720623137,-0.751721714,4,-0.609603152,0.138748397
6,5,-0.189275558,5,5,-1.186895615,4,3.121194917,4,6,-0.856400112,8,-1.28628158,0.915168707,6,-0.801947679,1.521432796,4,-0.995379316,-0.922419479
5,3,1.294383724,4,4,-0.952733677,3,2.547649378,1,2,-0.751437213,7,-1.272758555,-0.353579982,3,0.303994559,1.148119418,6,1.88992519,1.014895083
3,5,0.928889172,3,5,2.445343953,4,1.828220013,5,4,-1.183860431,3,1.341621256,-0.094951919,5,-0.696362425,-0.329078442,7,0.616864311,-0.641701974
5,5,0.186243067,5,4,-0.536859242,6,-1.524957598,3,5,0.68111093,5,0.614037476,0.053018779,5,-0.616133391,-0.273491951,4,1.281995624,-0.75010977
5,4,-1.145252199,5,5,0.209484483,3,1.104999829,3,6,-0.774878884,4,1.984616648,1.193744181,4,0.313481684,-0.30503286,7,-0.773088972,1.109503637
6,5,1.391070663,5,7,-0.883969384,4,-2.713337603,6,5,0.70381073,2,-1.780200072,0.215130665,7,0.374099291,-1.395384014,5,-0.727611569,-0.544045722
5,4,0.726042998,7,6,-0.600271094,5,1.669952178,4,7,-0.415807049,7,0.445248933,-0.064277347,5,0.563981564,0.889855382,5,1.20951142,0.523175539
7,2,-0.140310458,5,6,-1.856091575,6,0.341688767,5,6,-0.105306463,5,-1.249864833,-0.332833038,8,-0.190769967,0.145892673,7,0.78890956,0.218081383
5,7,-0.682131079,6,4,-0.026876535,8,1.06394469,4,5,-0.758840538,4,0.704757603,-0.910606256,6,-0.230665868,-0.316507212,4,1.971563476,0.992655204
5,5,0.657780434,3,2,-0.180162797,4,-2.478872656,4,6,1.47086547,7,-0.50671313,-0.59674252,5,0.542342196,0.205941441,5,0.422568097,0.027909492
6,2,-0.268761769,7,6,0.40940586,5,-0.786714228,6,4,0.178569847,4,-0.474547061,0.202009922,4,0.076616148,-0.450183868,8,-0.892763064,0.139143886
5,6,-0.220233712,3,6,0.496538664,6,-1.455059603,6,5,0.583921416,5,0.241226822,-0.564974123,4,0.19507225,-0.378951468,5,-0.806702066,0.592419847
5,3,-0.268234911,4,4,1.343582802,6,1.064192878,5,5,-0.445975719,5,0.350611178,-0.054482431,3,-0.897460022,0.243331208,4,0.024423538,-0.14330887
5,6,-0.604769623,6,7,-1.498239063,6,0.886222219,2,4,-0.50345017,5,1.298636565,1.207446319,5,0.687670841,-0.033562524,7,-1.060798965,-0.576962131
8,5,1.430679815,7,3,1.963466559,6,-2.331416554,3,5,1.407632274,7,-1.212135996,0.620309766,4,-0.240071109,0.237085452,5,0.887757329,-0.590444563
7,5,0.143307423,6,2,0.612039453,5,2.591537597,5,7,-0.707739529,7,-2.192545956,-1.596096667,6,1.094744573,1.269210076,7,-0.280056951,-0.597625057
4,6,-1.708867536,5,3,-1.564199255,5,-1.207903518,4,4,0.916749809,7,1.48606705,0.16859128,9,-1.491707043,0.458123623,7,0.308163223,-0.569184866
5,6,0.827705783,7,3,0.49976938,5,-2.205733,5,4,1.334356622,7,-0.283031062,-0.213752624,7,1.154744447,0.228969072,4,-0.788786058,-1.627958124
5,1,-0.389286813,6,4,0.822844533,4,-1.011405912,5,5,0.863863267,7,1.097471224,1.21636013,4,1.013550053,0.55574707,5,-0.366631704,-1.031505221
6,4,0.083960237,5,5,-0.972081417,5,-1.769576102,4,5,1.176868957,7,-0.640170176,-0.954599908,4,-1.351218785,0.373939827,6,-0.315246941,-0.555533308
3,4,1.399676038,6,3,1.339240214,4,2.709006571,5,4,-1.609498878,3,-0.213058301,-2.562603951,5,-0.3850604,-0.228782776,6,0.272072991,-0.302951247
6,5,-1.123382015,6,5,1.691617215,6,1.932874913,5,7,-0.582154052,7,-0.192975476,-0.039253934,4,-1.429806547,0.849519588,5,-0.028418175,-0.991709969
5,5,-1.794928863,4,6,-1.02753046,4,-2.106915487,5,5,1.291789026,7,-2.475714025,0.123365363,7,-1.714229968,0.249496861,4,0.477631507,0.784635544
6,4,-1.817240633,5,5,0.364121213,4,-1.774381831,3,3,0.479524057,4,-2.608802679,-0.357091231,6,-0.888450665,-0.878044841,5,2.402661556,0.484589046
7,2,-1.674870754,5,8,0.400665804,6,0.120321975,4,8,-0.103584724,5,0.337325488,0.011982512,3,-1.808829813,-0.067572517,6,-0.83020652,0.147688204
8,5,1.018869792,6,5,-0.414931869,4,-2.197669563,2,5,0.714695342,4,-0.134251235,-0.367947288,5,-1.111070683,-0.87148044,5,1.086407742,-0.714944936
5,6,0.014722233,5,5,-0.098218367,6,-2.419062676,2,5,0.596195357,3,-3.393108614,-0.006048438,6,0.399716959,-1.300002115,7,-0.684252311,1.961089241
7,4,-0.87832495,5,8,0.773449144,6,-2.139595534,3,5,1.261702592,7,0.626209049,2.381127799,6,0.078245156,0.163715551,6,-0.589358084,0.306558436
4,4,0.021976605,5,8,0.904063524,6,-1.987822565,2,3,1.163579026,7,0.675311704,0.245013218,6,0.736273088,0.136676852,5,0.397405401,-2.267281232
6,5,0.265045104,6,2,1.648809037,6,-2.153705801,4,5,1.289348619,7,-1.26826341,-0.954694642,6,0.952030174,0.199360832,6,0.320578863,-1.355276356
5,3,0.899623373,5,5,0.185705631,6,2.600342291,7,4,-0.70645797,7,0.822806842,-0.82221567,7,-1.485893505,1.280115195,5,0.749468035,1.915332844
6,4,0.114759792,2,6,-0.617008471,5,-0.902599265,5,4,0.09752848,4,-0.274828815,-1.390419724,7,-2.315650022,-0.708496608,5,-0.950247972,0.133610031
6,4,0.298545953,5,4,1.711966402,4,3.430933456,4,4,-0.72932055,9,-0.654889309,0.239694093,5,-0.124675203,2.051721039,5,0.555171124,0.57565704
7,5,-0.067847434,4,6,0.733889725,9,1.804645852,3,5,-0.649592241,6,0.394971409,-0.70970072,7,-0.339815548,0.603462605,7,1.168386034,-0.136400576
7,5,-1.43816618,5,7,0.420944668,4,0.883589533,4,4,-0.178211813,6,-0.51744313,2.41432013,4,-1.668303877,0.54558931,5,1.483611239,0.173300662
7,7,1.107966128,5,6,0.732900796,4,-2.286699163,5,9,0.586108495,3,0.095645842,-0.375665651,5,-1.396852366,-1.188563441,5,-0.658262735,-1.325222305
4,2,1.004011372,7,6,-1.548153909,8,0.59597805,6,5,-0.250855992,5,1.027533709,3.120986638,4,0.659930548,0.134310228,4,0.161765345,-0.168445663
6,4,0.159153196,4,7,0.441647191,3,4.333696573,6,4,-1.094754468,10,-0.470388954,-0.08040946,6,0.271944961,2.281197448,5,-0.983357956,1.729591619
5,4,-0.864062554,7,6,-0.393412297,5,-0.332993822,5,2,0.017362394,4,1.170778288,-1.710670532,4,-0.310329686,-0.294685473,6,-1.94221639,-0.198220714
3,7,0.131040249,6,7,-0.608354214,5,-2.518885459,5,6,1.402379397,7,0.925999309,-0.752129878,6,-2.298959433,0.044304821,5,1.07287681,-0.094655598
4,2,-0.647558829,8,5,1.805561755,4,-3.179686724,7,5,0.860618582,2,-0.706026464,-0.584425879,9,0.3040698,-1.571105235,5,-1.481957325,-1.407960179
4,4,1.30305181,8,8,-0.307162731,6,1.779259567,5,6,-0.97632477,4,-0.283851072,-0.002771455,7,0.97940177,-0.005770361,5,0.148030511,-1.893131238
4,7,0.190269658,6,6,-0.977197727,5,2.280063062,3,5,-0.523689286,8,-0.196515711,0.480088348,8,-1.463578742,1.293716013,6,1.0806564,0.955207489
5,3,0.052039467,5,6,-0.438797395,4,1.974274522,6,5,-0.496590467,7,0.453309228,0.26460815,6,0.210116539,1.043057949,5,0.490346492,0.127659525
6,5,1.321324658,7,6,-0.398309186,8,-1.80733803,5,7,1.245785795,8,-0.309712305,2.224867071,4,0.191695627,0.460266367,2,-0.405086042,-1.301112203
7,4,0.448787354,4,5,-0.706666023,7,-3.679163233,4,5,1.842520663,6,2.586209523,0.720182323,5,-0.64717061,-0.303453856,5,-1.539716845,-0.09014156
6,3,1.495055927,5,3,-0.327977971,7,2.708122404,6,3,-1.693245562,2,-0.578854605,-0.1640626,4,-0.198142451,-0.379438505,4,-1.932927557,-0.782303374
8,5,0.568047995,4,5,0.652326215,6,2.64771091,3,5,-1.604077257,3,1.049960851,0.115982817,4,-1.19883456,-0.279046014,5,1.001486081,0.888528965
4,5,0.250223907,2,5,0.543964254,4,3.044190158,7,2,-1.876130165,2,0.271489861,-0.835377495,5,0.416975622,-0.377802057,6,2.026357487,-0.536274106
5,8,-0.50426093,4,4,0.518590503,7,1.259478716,6,5,-0.212769633,7,0.16952623,0.868348846,6,-0.397274077,0.8514797,5,-1.008270367,0.284607944
6,4,0.221298556,5,4,0.291697692,4,1.516061645,4,3,-0.442386867,6,0.014451296,1.114533341,6,-1.046238203,0.69177593,4,1.804302708,-1.505735524
4,4,0.592828082,3,8,-0.487222922,3,-0.376501961,5,4,0.589848124,7,0.458400888,-1.792505664,5,0.790643481,0.686712397,5,1.267967334,-1.593618277
6,2,0.837541206,7,7,0.668605952,6,1.2813358,7,3,-0.748526342,4,0.622570898,-1.559608765,3,-0.122516231,-0.085403413,3,1.156710612,1.645767824
6,4,-0.716060635,6,5,-0.31487413,7,2.624370587,7,3,-1.643991168,3,-0.003516169,-0.476647606,7,-0.511234161,-0.373268648,6,1.233117081,0.27811923
4,6,0.349508464,5,6,-0.472280612,7,-0.927632237,6,4,0.760649437,7,0.209326169,-0.420826502,7,1.338789764,0.453085779,4,1.373100959,-0.025125392
8,2,-0.494562981,5,3,0.309995158,4,2.326300231,6,6,-0.765867272,7,0.838209915,-0.277363446,5,1.492350881,0.905782092,6,-0.695953162,-0.081065229
5,4,-0.773346027,6,5,1.252414,5,2.694355206,5,6,-0.681047589,8,-0.233724247,0.940183301,6,-0.505912075,1.417529676,7,-0.418611218,0.350807143
6,4,-1.419036668,6,5,0.23622908,3,-2.568160407,5,4,0.884869275,4,-0.769924789,-0.919455023,7,-0.232976269,-0.929524668,7,-0.088359147,0.612155542
5,6,0.944301654,5,7,1.077234532,6,-3.971770839,6,3,1.035760709,1,-1.173547926,-0.258396817,6,-2.209618411,-2.032672898,4,0.596183459,-1.30293674
6,3,-0.442540416,6,4,-0.235310177,7,1.50916236,5,5,-0.833448717,4,0.232784568,-0.27943294,7,-0.737666482,-0.014433321,3,0.714078347,1.024330134
7,4,-0.362198389,6,5,0.99012396,3,-2.583907453,8,4,1.551975109,7,0.474926789,0.543491244,6,0.052284031,0.248268791,6,-1.673998265,-0.798604044
5,1,-0.334340123,6,2,-1.698321881,5,-1.338816554,7,5,0.419218811,4,0.947638733,0.182798554,7,0.532942498,-0.559830599,4,-0.709420322,0.820299865
7,5,0.656139956,4,7,-0.898108437,5,-0.788769822,7,4,0.745070147,7,0.363594469,-0.772437152,6,1.307206768,0.561057933,6,0.654460914,0.249304277
7,3,0.338051185,5,5,0.179738953,4,-1.830918744,5,5,1.166202346,7,-0.233114299,-0.126984781,8,0.389500559,0.294854929,4,-0.671163022,-0.09232264
7,6,-0.111067737,5,4,0.478815677,4,1.307579436,5,5,-0.329283628,6,0.389811468,-0.009644889,4,-0.078306891,0.690133609,5,-0.956610115,1.337643439
6,5,0.203634691,4,5,-0.914332349,6,1.573196027,2,2,-0.95459122,4,0.199906443,-0.718533032,5,0.283733007,-0.168472167,4,-0.784005197,1.14623285
4,5,-0.215770791,6,5,-0.240371482,3,-1.090832382,3,3,0.901266266,7,0.351221445,-0.337527894,5,0.12393559,0.544950437,5,-0.181311566,-1.114061666
7,6,0.236710634,5,6,0.181743137,5,-1.057716866,2,4,0.831109058,7,-1.569729864,0.619289465,6,1.519122646,0.451860149,6,0.503979579,0.089641501
7,6,0.344487059,6,2,0.281466441,5,-2.341899274,6,6,1.338525215,7,1.60266496,0.029008401,3,0.035814011,0.103224952,4,-0.963771941,0.816388569
3,6,-1.363486295,8,6,-0.949849024,6,-1.971937488,5,3,1.230359384,7,1.463815439,0.83238363,5,0.164096487,0.27166045,5,-0.586197585,1.37456855
8,4,-1.168156834,4,6,0.750488713,6,-3.895402458,5,4,1.906739806,6,-0.716570266,0.331288775,5,0.520358099,-0.400119193,5,-2.163203411,-1.22314009
2,4,-1.003643204,7,6,-0.5484052,3,-2.457911899,4,2,0.720844592,3,1.727379594,-1.013416327,6,0.784450454,-1.115055217,5,-0.144282594,-0.962726485
6,4,-0.524628713,6,5,-1.434928499,6,1.890018595,6,7,-0.422297708,7,0.731718269,0.095190794,4,-0.395940656,1.093518748,6,-1.040631691,-1.092340063
6,4,0.268835815,4,5,1.652904136,6,3.744845885,4,4,-1.032331747,8,-0.928241891,0.702899626,9,0.892415183,1.816824191,7,1.274432308,0.255191033
3,2,2.094406395,5,5,-2.512353187,6,2.17679054,4,5,-0.558677575,7,-0.297908029,-0.55647897,6,0.233971483,1.130112411,5,0.201387537,-0.658813954
4,2,0.806086026,6,4,0.123421546,5,-1.247535513,3,4,0.949382291,7,-0.407062488,0.403748087,5,0.085823424,0.477721982,7,-0.852087113,1.25502755
7,5,0.871913068,5,3,1.338302884,4,0.168878694,4,6,-0.200826108,4,-0.2773507,0.18211274,5,1.289640386,-0.194001204,4,0.351710471,2.263768315
4,6,-0.719046345,7,5,0.050663519,3,-3.170199722,5,5,1.154490852,4,0.623249993,-1.442554194,5,-0.107686009,-1.036199665,7,-0.602740575,0.214012935
6,6,-0.562220237,4,3,1.664358833,3,2.078420113,3,5,-0.534529144,7,-0.189343683,1.670608431,5,-1.179475814,1.07707712,5,1.213398461,1.368682697
7,6,2.436072038,4,5,-1.90939193,5,2.575933538,7,3,-1.500794489,3,-1.320660327,0.668450781,7,-2.054749435,-0.164526433,4,0.723568397,-0.139160768
4,6,-0.110524203,5,3,0.488751034,4,-3.108505046,4,6,1.073666411,4,0.674245035,-1.67702664,5,0.713437681,-1.120412942,4,-0.864294736,0.234028334
5,7,0.221957434,5,4,0.008519607,4,-3.562056194,4,4,1.89473226,7,-0.537948021,1.889315902,6,0.228801051,-0.095511177,5,1.019229119,0.115747212
